Ht Wt ratio	Home Runs	Ht Wt ratio (bin)	Number of Records	Bat Avg	Handedness	Height	Name	Weight
0.4	2	0.4	1	0.212	R	72	Angel Salazar	180
0.389473684	43	0.38	1	0.26	R	74	Art Howe	190
0.388888889	124	0.38	1	0.237	R	70	Aurelio Rodriguez	180
0.411764706	11	0.41	1	0.267	R	70	Barbaro Garbey	170
0.394736842	56	0.39	1	0.272	R	75	Barry Bonnell	190
0.366666667	0	0.36	1	0	R	77	Barry Cort	210
0.405555556	2	0.4	1	0.251	R	73	Barry Evans	180
0.365853659	57	0.36	1	0.23	R	75	Barry Foote	205
0.343478261	0	0.34	1	0	R	79	Ben Callahan	230
0.394594595	38	0.39	1	0.251	R	73	Benny Ayala	185
0.4375	79	0.43	1	0.259	R	70	Bert Campaneris	160
0.416666667	36	0.41	1	0.254	R	75	Bill Almon	180
0.417647059	0	0.41	1	0	R	71	Bill Castro	170
0.369458128	200	0.36	1	0.262	R	75	Bill Freehan	203
0.384615385	0	0.38	1	0	R	75	Bill Fulton	195
0.394444444	163	0.39	1	0.305	R	71	Bill Madlock	180
0.37	160	0.37	1	0.253	R	74	Bill Melton	200
0.411428571	0	0.41	1	0	R	72	Bill Mooneyham	175
0.361904762	0	0.36	1	0	R	76	Bill Moran	210
0.37	25	0.37	1	0.241	R	74	Bill Nahorodny	200
0.411428571	0	0.41	1	0	R	72	Bill Paschall	175
0.384210526	14	0.38	1	0.188	R	73	Bill Plummer	190
0.391534392	166	0.39	1	0.258	R	74	Bill Robinson	189
0.411428571	46	0.41	1	0.263	R	72	Bill Russell	175
0.394285714	46	0.39	1	0.272	R	69	Bill Sample	175
0.37	61	0.37	1	0.24	R	74	Bill Schroeder	200
0.411764706	44	0.41	1	0.267	R	70	Bill Stein	170
0.4375	0	0.43	1	0	R	70	Bill Wilkinson	160
0.4	40	0.4	1	0.256	R	72	Billy Conigliaro	180
0.423529412	40	0.42	1	0.236	R	72	Billy Cowan	170
0.424242424	28	0.42	1	0.236	R	70	Billy Grabarkewitz	165
0.383783784	87	0.38	1	0.255	R	71	Bo Diaz	185
0.366666667	0	0.36	1	0	R	77	Bob Babcock	210
0.405555556	189	0.4	1	0.257	R	73	Bob Bailey	180
0.417647059	9	0.41	1	0.264	R	71	Bob Bailor	170
0.411428571	9	0.41	1	0.226	R	72	Bob Barton	175
0.379487179	105	0.37	1	0.254	R	74	Bob Boone	195
0.352380952	91	0.35	1	0.247	R	74	Bob Brenly	210
0.383783784	17	0.38	1	0.242	R	71	Bob Brower	185
0.387978142	26	0.38	1	0.22	R	71	Bob Coluccio	183
0.389189189	0	0.38	1	0	R	72	Bob Davidson	185
0.4	6	0.4	1	0.197	R	72	Bob Davis	180
0.45	23	0.45	1	0.255	R	72	Bob Dernier	160
0.346666667	0	0.34	1	0	R	78	Bob Ferris	225
0.38	12	0.38	1	0.213	R	76	Bob Forsch	200
0.411428571	1	0.41	1	0.247	R	72	Bob Heise	175
0.374358974	218	0.37	1	0.277	R	73	Bob Horner	195
0.4	44	0.4	1	0.272	R	70	Bob Johnson	175
0.361904762	0	0.36	1	0	R	76	Bob Kammeyer	210
0.378947368	27	0.37	1	0.233	R	72	Bob Kearney	190
0.374358974	23	0.37	1	0.258	R	73	Bob Montgomery	195
0.365853659	94	0.36	1	0.256	R	75	Bob Oliver	205
0.422857143	1	0.42	1	0.257	R	74	Bob Randall	175
0.374358974	115	0.37	1	0.242	R	73	Bob Robertson	195
0.370731707	79	0.37	1	0.232	R	76	Bob Tillman	205
0.384210526	14	0.38	1	0.2	R	73	Bob Uecker	190
0.411428571	0	0.41	1	0	R	72	Bob Veselic	175
0.358208955	184	0.35	1	0.295	R	72	Bob Watson	201
0.384210526	332	0.38	1	0.268	R	73	Bobby Bonds	190
0.378947368	19	0.37	1	0.239	R	72	Bobby Clark	190
0.394444444	9	0.39	1	0.225	R	71	Bobby Cox	180
0.377659574	0	0.37	1	0	R	71	Bobby Cuellar	188
0.389473684	83	0.38	1	0.251	R	74	Bobby Darwin	190
0.411111111	224	0.41	1	0.266	R	74	Bobby Grich	180
0.411764706	6	0.41	1	0.208	R	70	Bobby Klaus	170
0.429411765	56	0.42	1	0.236	R	73	Bobby Knoop	170
0.405405405	21	0.4	1	0.235	R	75	Bobby Mitchell	185
0.37037037	12	0.37	1	0.26	R	70	Bobby Valentine	189
0.390374332	30	0.39	1	0.215	R	73	Bobby Wine	187
0.374331551	10	0.37	1	0.265	R	70	Bombo Rivera	187
0.423529412	6	0.42	1	0.231	R	72	Brad Wellman	170
0.348837209	38	0.34	1	0.247	R	75	Brant Alyea	215
0.417142857	0	0.41	1	0	R	73	Brian Allard	175
0.370731707	0	0.37	1	0	R	76	Brian Denman	205
0.442424242	10	0.44	1	0.228	R	73	Brian Giles	165
0.417142857	18	0.41	1	0.242	R	73	Bruce Benedict	175
0.365853659	26	0.36	1	0.239	R	75	Bruce Bochy	205
0.394594595	1	0.39	1	0.246	R	73	Bruce Miller	185
0.404494382	0	0.4	1	0	R	72	Bruce Taylor	178
0.340807175	0	0.34	1	0	R	76	Bryan Clutterbuck	223
0.379487179	0	0.37	1	0	R	74	Bryan Kelly	195
0.4	14	0.4	1	0.267	R	70	Bubba Morton	175
0.368421053	58	0.36	1	0.225	R	70	Buck Martinez	190
0.405882353	40	0.4	1	0.247	R	69	Bucky Dent	170
0.357142857	0	0.35	1	0	R	75	Bud Anderson	210
0.405555556	201	0.4	1	0.279	R	73	Buddy Bell	180
0.417647059	52	0.41	1	0.226	R	71	Buddy Bradford	170
0.347619048	4	0.34	1	0.123	R	73	Burt Hooton	210
0.369458128	0	0.36	1	0	R	75	Butch Edge	203
0.378238342	98	0.37	1	0.248	R	73	Butch Hobson	193
0.389473684	30	0.38	1	0.236	R	74	Byron Browne	190
0.417142857	0	0.41	1	0	R	73	Byron McLaughlin	175
0.379487179	19	0.37	1	0.23	R	74	Cap Peterson	195
0.360576923	0	0.36	1	0	R	75	Cardell Camper	208
0.36	7	0.36	1	0.156	R	72	Carl Morton	200
0.37	10	0.37	1	0.266	R	74	Carl Taylor	200
0.411764706	31	0.41	1	0.248	R	70	Carl Warwick	170
0.394444444	0	0.39	1	0	R	71	Carlos Velazquez	180
0.36	20	0.36	1	0.224	R	72	Carmen Fanzone	200
0.378947368	6	0.37	1	0.226	R	72	Catfish Hunter	190
0.422857143	199	0.42	1	0.285	R	74	Cesar Cedeno	175
0.44516129	0	0.44	1	0.235	R	69	Cesar Gutierrez	155
0.44516129	46	0.44	1	0.278	R	69	Cesar Tovar	155
0.429411765	69	0.42	1	0.239	R	73	Charley Smith	170
0.374358974	29	0.37	1	0.255	R	73	Charlie James	195
0.441176471	0	0.44	1	0	R	75	Charlie Mitchell	170
0.394444444	36	0.39	1	0.261	R	71	Charlie Moore	180
0.348837209	65	0.34	1	0.246	R	75	Charlie Spikes	215
0.378947368	215	0.37	1	0.273	R	72	Chet Lemon	190
0.383783784	0	0.38	1	0	R	71	Chico Escarrega	185
0.4375	31	0.43	1	0.249	R	70	Chico Salmon	160
0.38974359	0	0.38	1	0	R	76	Chris Batton	195
0.389189189	38	0.38	1	0.269	R	72	Chris Brown	185
0.378947368	18	0.37	1	0.235	R	72	Chris Cannizzaro	190
0.394871795	0	0.39	1	0	R	77	Chris Knapp	195
0.417142857	112	0.41	1	0.246	R	73	Chris Speier	175
0.378378378	17	0.37	1	0.238	R	70	Chuck Harrison	185
0.405555556	113	0.4	1	0.264	R	73	Chuck Hinton	180
0.401069519	0	0.4	1	0	R	75	Chuck Porter	187
0.4375	23	0.43	1	0.239	R	70	Chuck Schilling	160
0.394736842	91	0.39	1	0.256	R	75	Cito Gaston	190
0.375609756	0	0.37	1	0	R	77	Clay Christiansen	205
0.389189189	93	0.38	1	0.281	R	72	Cleon Jones	185
0.353488372	196	0.35	1	0.258	R	76	Cliff Johnson	215
0.417142857	0	0.41	1	0	R	73	Clint Zavaras	175
0.424242424	28	0.42	1	0.233	R	70	Coco Laboy	165
0.4	0	0.4	1	0	R	74	Colby Ward	185
0.4375	54	0.43	1	0.263	R	70	Cookie Rojas	160
0.384210526	0	0.38	1	0	R	73	Craig Chamberlain	190
0.405714286	0	0.4	1	0	R	71	Craig Eaton	175
0.357142857	46	0.35	1	0.235	R	75	Craig Kusick	210
0.416666667	0	0.41	1	0	R	75	Craig Mitchell	180
0.424242424	0	0.42	1	0.219	R	70	Craig Robinson	165
0.422857143	0	0.42	1	0	R	74	Curt Kaufman	175
0.414634146	25	0.41	1	0.213	R	68	Curt Motton	164
0.452229299	6	0.45	1	0.217	R	71	Dal Maxvill	157
0.4	49	0.4	1	0.236	R	72	Dale Berra	180
0.442424242	36	0.44	1	0.283	R	73	Damaso Garcia	165
0.394594595	121	0.39	1	0.27	R	73	Dan Ford	185
0.434285714	2	0.43	1	0.22	R	76	Danny Ainge	175
0.423529412	66	0.42	1	0.276	R	72	Danny Cater	170
0.428571429	0	0.42	1	0	R	75	Danny Fife	175
0.393442623	15	0.39	1	0.248	R	72	Danny Thompson	183
0.369230769	28	0.36	1	0.223	R	72	Danny Walton	195
0.352040816	44	0.35	1	0.243	R	69	Darryl Motley	196
0.410810811	0	0.41	1	0	R	76	Daryl Smith	185
0.405555556	20	0.4	1	0.213	R	73	Dave Campbell	180
0.417647059	21	0.41	1	0.283	R	71	Dave Cash	170
0.4	15	0.4	1	0.252	R	70	Dave Chalk	175
0.477419355	101	0.47	1	0.267	R	74	Dave Concepcion	155
0.389473684	109	0.38	1	0.214	R	74	Dave Duncan	190
0.423529412	14	0.42	1	0.237	R	72	Dave Edwards	170
0.357142857	31	0.35	1	0.262	R	75	Dave Engle	210
0.4	0	0.4	1	0	R	76	Dave Ford	190
0.331914894	0	0.33	1	0	R	78	Dave Frost	235
0.371727749	6	0.37	1	0.213	R	71	Dave Hilton	191
0.353488372	37	0.35	1	0.229	R	76	Dave Hostetler	215
0.398907104	0	0.39	1	0	R	73	Dave Johnson	183
0.371428571	442	0.37	1	0.236	R	78	Dave Kingman	210
0.323404255	0	0.32	1	0	R	76	Dave Lemanczyk	235
0.383783784	9	0.38	1	0.133	R	71	Dave McNally	185
0.4375	20	0.43	1	0.244	R	70	Dave Nelson	160
0.344186047	61	0.34	1	0.212	R	74	Dave Nicholson	215
0.348837209	49	0.34	1	0.239	R	75	Dave Roberts	215
0.44375	10	0.44	1	0.236	R	71	Dave Rosello	160
0.37	3	0.37	1	0.241	R	74	Dave Skaggs	200
0.384210526	0	0.38	1	0	R	73	Dave Smith	190
0.41011236	41	0.41	1	0.271	R	73	Dave Stapleton	178
0.429411765	136	0.42	1	0.261	R	73	Davey Johnson	170
0.405882353	155	0.4	1	0.263	R	69	Davey Lopes	170
0.441176471	31	0.44	1	0.268	R	75	David Green	170
0.423529412	0	0.42	1	0	R	72	De Wayne Buice	170
0.394444444	0	0.39	1	0	R	71	De Wayne Vaughn	180
0.375	0	0.37	1	0.066	R	75	Dean Chance	200
0.389189189	101	0.38	1	0.25	R	72	Denis Menke	185
0.4	0	0.4	1	0	R	72	Dennis Burtt	180
0.401098901	4	0.4	1	0.13	R	73	Denny Lemaster	182
0.394594595	1	0.39	1	0.133	R	73	Denny McLain	185
0.37	245	0.37	1	0.244	R	74	Deron Johnson	200
0.4	0	0.4	1	0	R	72	Dewey Robinson	180
0.379679144	351	0.37	1	0.292	R	71	Dick Allen	187
0.36	10	0.36	1	0.25	R	72	Dick Bertell	200
0.374358974	16	0.37	1	0.227	R	73	Dick Billings	195
0.394736842	27	0.39	1	0.265	R	75	Dick Davis	190
0.374358974	66	0.37	1	0.261	R	73	Dick Dietz	195
0.388888889	80	0.38	1	0.24	R	70	Dick Green	180
0.438709677	16	0.43	1	0.248	R	68	Dick Howser	155
0.394736842	1	0.39	1	0.183	R	75	Dick Ruthven	190
0.431818182	15	0.43	1	0.207	R	76	Dick Simpson	176
0.44375	8	0.44	1	0.213	R	71	Dick Tracewski	160
0.344186047	15	0.34	1	0.238	R	74	Doc Edwards	215
0.454545455	8	0.45	1	0.24	R	70	Domingo Ramos	154
0.384210526	338	0.38	1	0.26	R	73	Don Baylor	190
0.394594595	0	0.39	1	0	R	73	Don Cooper	185
0.417142857	0	0.41	1	0	R	73	Don Gordon	175
0.405555556	7	0.4	1	0.236	R	73	Don Hahn	180
0.365853659	0	0.36	1	0	R	75	Don Kainer	205
0.336363636	15	0.33	1	0.229	R	74	Don Leppert	220
0.379487179	122	0.37	1	0.238	R	74	Don Lock	195
0.429411765	176	0.42	1	0.261	R	73	Don Money	170
0.394594595	0	0.39	1	0.144	R	73	Don Sutton	185
0.370731707	0	0.37	1	0	R	76	Don Welchel	205
0.432098765	77	0.43	1	0.242	R	70	Don Wert	162
0.379487179	1	0.37	1	0.146	R	74	Don Wilson	195
0.363636364	159	0.36	1	0.274	R	76	Donn Clendenon	209
0.375	17	0.37	1	0.236	R	75	Doug Ault	200
0.364102564	18	0.36	1	0.199	R	71	Doug Camilli	195
0.389473684	237	0.38	1	0.259	R	74	Doug DeCinces	190
0.43030303	7	0.43	1	0.238	R	71	Doug Flynn	165
0.45	7	0.45	1	0.245	R	72	Doug Griffin	160
0.355769231	155	0.35	1	0.251	R	74	Doug Rader	208
0.378947368	23	0.37	1	0.258	R	72	Duane Josephson	190
0.385026738	30	0.38	1	0.221	R	72	Duffy Dyer	187
0.404371585	242	0.4	1	0.278	R	74	Dusty Baker	183
0.348837209	138	0.34	1	0.247	R	75	Earl Williams	215
0.423529412	60	0.42	1	0.224	R	72	Ed Brinkman	170
0.411764706	86	0.41	1	0.263	R	70	Ed Charles	170
0.44375	8	0.44	1	0.247	R	71	Ed Romero	160
0.394444444	39	0.39	1	0.238	R	71	Ed Spiezio	180
0.423529412	24	0.42	1	0.236	R	72	Eddie Leon	170
0.43125	4	0.43	1	0.232	R	69	Elio Chacon	160
0.383783784	16	0.38	1	0.245	R	71	Ellie Rodriguez	185
0.394444444	18	0.39	1	0.261	R	71	Elliott Maddox	180
0.370731707	123	0.37	1	0.278	R	76	Ellis Valentine	205
0.447058824	60	0.44	1	0.277	R	76	Enos Cabell	170
0.438709677	2	0.43	1	0.224	R	68	Enzo Hernandez	155
0.428571429	0	0.42	1	0	R	75	Eric Hetzel	175
0.379679144	102	0.37	1	0.264	R	71	Eric Soderholm	187
0.384210526	0	0.38	1	0	R	73	Eric Wilkins	190
0.412790698	22	0.41	1	0.279	R	71	Felix Millan	172
0.43030303	27	0.43	1	0.254	R	71	Felix Torres	165
0.375609756	13	0.37	1	0.165	R	77	Fergie Jenkins	205
0.411111111	0	0.41	1	0	R	74	Fernando Arroyo	180
0.424242424	17	0.42	1	0.235	R	70	Fernando Gonzalez	165
0.368421053	38	0.36	1	0.244	R	70	Floyd Rayford	190
0.35	20	0.35	1	0.25	R	77	Fran Healy	220
0.458064516	0	0.45	1	0	R	71	Francisco Barrios	155
0.365853659	0	0.36	1	0	R	75	Frank Dimichele	205
0.405555556	26	0.4	1	0.232	R	73	Frank Duffy	180
0.383783784	0	0.38	1	0	R	71	Frank Eufemia	185
0.389189189	39	0.38	1	0.199	R	72	Frank Fernandez	185
0.429411765	5	0.42	1	0.214	R	73	Frank Quilici	170
0.464516129	2	0.46	1	0.255	R	72	Frank Taveras	155
0.43030303	160	0.43	1	0.255	R	71	Frank White	165
0.394736842	0	0.39	1	0	R	75	Fred Howard	190
0.394594595	31	0.39	1	0.234	R	73	Fred Kendall	185
0.424242424	10	0.42	1	0.216	R	70	Fred Stanley	165
0.439189189	41	0.43	1	0.242	R	65	Freddie Patek	148
0.428571429	117	0.42	1	0.285	R	75	Garry Maddox	175
0.417647059	20	0.41	1	0.258	R	71	Garth Iorg	170
0.379487179	55	0.37	1	0.23	R	74	Gary Alexander	195
0.383783784	19	0.38	1	0.221	R	71	Gary Allenson	185
0.370731707	0	0.37	1	0	R	76	Gary Beare	205
0.385026738	24	0.38	1	0.24	R	72	Gary Gray	187
0.383783784	0	0.38	1	0	R	71	Gary Ignasiak	185
0.4	234	0.4	1	0.281	R	74	Gary Matthews	185
0.405405405	0	0.4	1	0	R	75	Gary Mielke	185
0.375634518	1	0.37	1	0.138	R	74	Gary Nolan	197
0.365853659	121	0.36	1	0.247	R	75	Gary Roenicke	205
0.389189189	24	0.38	1	0.243	R	72	Gary Sutherland	185
0.379487179	130	0.37	1	0.276	R	74	Gary Ward	195
0.365853659	0	0.36	1	0	R	75	Gary Wheelock	205
0.4	13	0.4	1	0.243	R	74	Gary Woods	185
0.370731707	6	0.37	1	0.131	R	76	Gaylord Perry	205
0.4375	55	0.43	1	0.254	R	70	Gene Alley	160
0.405882353	5	0.4	1	0.277	R	69	Gene Clines	170
0.378947368	201	0.37	1	0.241	R	72	Gene Tenace	190
0.405555556	348	0.4	1	0.274	R	73	George Foster	180
0.384615385	267	0.38	1	0.278	R	75	George Hendrick	195
0.379487179	76	0.37	1	0.236	R	74	George Mitterwald	195
0.37	271	0.37	1	0.268	R	74	George Scott	200
0.411764706	9	0.41	1	0.205	R	70	George Smith	170
0.46	1	0.46	1	0.237	R	69	Gil Garrido	150
0.394594595	0	0.39	1	0	R	73	Gil Patterson	185
0.394444444	0	0.39	1	0	R	71	Glen Cook	180
0.384210526	22	0.38	1	0.283	R	73	Glenn Beckert	190
0.361904762	16	0.36	1	0.229	R	76	Glenn Borgmann	210
0.369230769	2	0.36	1	0.237	R	72	Glenn Burke	195
0.417142857	23	0.41	1	0.242	R	73	Glenn Hoffman	175
0.46	70	0.46	1	0.244	R	69	Glenn Hubbard	150
0.352380952	268	0.35	1	0.225	R	74	Gorman Thomas	210
0.384210526	0	0.38	1	0	R	73	Greg Erardi	190
0.331818182	307	0.33	1	0.276	R	73	Greg Luzinski	220
0.4	14	0.4	1	0.25	R	72	Greg Pryor	180
0.39010989	0	0.39	1	0	R	71	Greg Thayer	182
0.37	21	0.37	1	0.243	R	74	Hal Breeden	200
0.411111111	8	0.41	1	0.228	R	74	Hal Lanier	180
0.394444444	191	0.39	1	0.29	R	71	Hal McRae	180
0.378947368	6	0.37	1	0.241	R	72	Hank Allen	190
0.417647059	39	0.41	1	0.225	R	71	Hector Cruz	170
0.411428571	18	0.41	1	0.216	R	72	Hector Torres	175
0.369230769	0	0.36	1	0	R	72	Howard Bailey	195
0.37254902	11	0.37	1	0.216	R	76	Howie Goss	204
0.452941176	0	0.45	1	0	R	77	Ike Brookens	170
0.378947368	20	0.37	1	0.256	R	72	Ike Brown	190
0.405714286	21	0.4	1	0.254	R	71	Ivan DeJesus	175
0.379487179	33	0.37	1	0.236	R	74	Ivan Murrell	195
0.36036036	10	0.36	1	0.168	R	80	J.R. Richard	222
0.38974359	0	0.38	1	0.111	R	76	Jack Billingham	195
0.422857143	0	0.42	1	0	R	74	Jack Hardy	175
0.411428571	9	0.41	1	0.211	R	72	Jack Heidemann	175
0.389473684	22	0.38	1	0.251	R	74	Jack Hiatt	190
0.355	0	0.35	1	0	R	71	Jack Lazorko	200
0.405714286	4	0.4	1	0.237	R	71	Jackie Gutierrez	175
0.43030303	12	0.43	1	0.208	R	71	Jackie Hernandez	165
0.38	0	0.38	1	0	R	76	Jaime Cocanower	200
0.447852761	35	0.44	1	0.25	R	73	Jake Wood	163
0.417582418	0	0.41	1	0	R	76	Jay Pettibone	182
0.416666667	0	0.41	1	0	R	75	Jeff Bettendorf	180
0.365	240	0.36	1	0.261	R	73	Jeff Burroughs	200
0.384615385	0	0.38	1	0	R	75	Jeff Byrd	195
0.357142857	0	0.35	1	0	R	75	Jeff Jones	210
0.344186047	63	0.34	1	0.224	R	74	Jeff Newman	215
0.379487179	0	0.37	1	0	R	74	Jeff Peterek	195
0.405405405	0	0.4	1	0	R	75	Jeff Richardson	185
0.417142857	0	0.41	1	0	R	73	Jeff Sellers	175
0.384615385	0	0.38	1	0	R	75	Jeff Shaver	195
0.369230769	8	0.36	1	0.214	R	72	Jeff Torborg	195
0.37	144	0.37	1	0.266	R	74	Jeffrey Leonard	200
0.383783784	22	0.38	1	0.22	R	71	Jerry Buchek	185
0.411111111	3	0.41	1	0.234	R	74	Jerry Dybzinski	180
0.378378378	39	0.37	1	0.252	R	70	Jerry Grote	185
0.36097561	2	0.36	1	0.119	R	74	Jerry Koosman	205
0.374358974	85	0.37	1	0.251	R	73	Jerry Martin	195
0.389473684	15	0.38	1	0.234	R	74	Jerry May	190
0.4	27	0.4	1	0.237	R	72	Jerry McNertney	180
0.451612903	95	0.45	1	0.259	R	70	Jerry Morales	155
0.357142857	25	0.35	1	0.251	R	75	Jerry Moses	210
0.436363636	40	0.43	1	0.249	R	72	Jerry Royster	165
0.43030303	4	0.43	1	0.253	R	71	Jerry Terrell	165
0.374358974	0	0.37	1	0	R	73	Jerry Ujdur	195
0.4	3	0.4	1	0.204	R	74	Jerry Zimmerman	185
0.389473684	32	0.38	1	0.28	R	74	Jesus Alou	190
0.423529412	13	0.42	1	0.218	R	72	Jim Anderson	170
0.365853659	1	0.36	1	0.162	R	75	Jim Barr	205
0.389473684	14	0.38	1	0.231	R	74	Jim Beauchamp	190
0.384615385	0	0.38	1	0	R	75	Jim Burton	195
0.415789474	0	0.41	1	0	R	79	Jim Dorsey	190
0.379487179	33	0.37	1	0.244	R	74	Jim Essian	195
0.374358974	0	0.37	1	0	R	73	Jim Farr	195
0.384210526	151	0.38	1	0.265	R	73	Jim Fregosi	190
0.394736842	0	0.39	1	0	R	75	Jim Gideon	190
0.390625	159	0.39	1	0.252	R	75	Jim Hickman	192
0.394736842	0	0.39	1	0	R	75	Jim Lewis	190
0.385	3	0.38	1	0.136	R	77	Jim Lonborg	200
0.405714286	112	0.4	1	0.26	R	71	Jim Morrison	175
0.411764706	9	0.41	1	0.25	R	70	Jim Pankovits	170
0.375	18	0.37	1	0.214	R	72	Jim Price	192
0.383783784	170	0.38	1	0.278	R	71	Jim Ray Hart	185
0.37	382	0.37	1	0.298	R	74	Jim Rice	200
0.369230769	7	0.36	1	0.201	R	72	Jim Rooker	195
0.38	0	0.38	1	0	R	76	Jim Siwy	200
0.378947368	95	0.37	1	0.248	R	72	Jim Sundberg	190
0.405714286	21	0.4	1	0.26	R	71	Jim Wohlford	175
0.442424242	0	0.44	1	0	R	73	Jim Wright	165
0.375609756	0	0.37	1	0	R	77	Jim Wright	205
0.405882353	11	0.4	1	0.223	R	69	Jimmie Schaffer	170
0.4375	291	0.43	1	0.25	R	70	Jimmy Wynn	160
0.395833333	127	0.39	1	0.245	R	76	Jody Davis	192
0.378947368	50	0.37	1	0.252	R	72	Joe Azcue	190
0.36097561	29	0.36	1	0.266	R	74	Joe Charboneau	205
0.37	122	0.37	1	0.24	R	74	Joe Ferguson	200
0.334883721	58	0.33	1	0.248	R	72	Joe Foy	215
0.384210526	21	0.38	1	0.241	R	73	Joe Gaines	190
0.423529412	0	0.42	1	0.134	R	72	Joe Horlen	170
0.411428571	32	0.41	1	0.233	R	72	Joe Lis	175
0.394594595	1	0.39	1	0.156	R	73	Joe Niekro	185
0.404494382	3	0.4	1	0.228	R	72	Joe Nossek	178
0.37	179	0.37	1	0.264	R	74	Joe Rudi	200
0.394736842	0	0.39	1	0	R	75	Joe Skalski	190
0.414201183	1	0.41	1	0.25	R	70	Joe Strain	169
0.349056604	252	0.34	1	0.297	R	74	Joe Torre	212
0.4	80	0.4	1	0.265	R	72	Joel Youngblood	180
0.357142857	81	0.35	1	0.23	R	75	John Bateman	210
0.374358974	26	0.37	1	0.219	R	73	John Boccabella	195
0.410810811	0	0.41	1	0	R	76	John Butcher	185
0.416666667	0	0.41	1	0	R	75	John Caneira	180
0.405714286	41	0.4	1	0.278	R	71	John Castino	175
0.405405405	0	0.4	1	0.17	R	75	John Denny	185
0.328888889	69	0.32	1	0.262	R	74	John Ellis	225
0.411428571	0	0.41	1	0	R	72	John Flinn	175
0.394736842	0	0.39	1	0	R	75	John Hobbs	190
0.389473684	0	0.38	1	0	R	74	John Hoover	190
0.389189189	32	0.38	1	0.225	R	72	John Kennedy	185
0.37	0	0.37	1	0	R	74	John Leister	200
0.348837209	40	0.34	1	0.249	R	75	John Orsino	215
0.422857143	0	0.42	1	0	R	74	John Pawlowski	175
0.389189189	46	0.38	1	0.26	R	72	John Stearns	185
0.365853659	0	0.36	1	0	R	75	John Trautwein	205
0.390374332	6	0.39	1	0.161	R	73	John Vukovich	187
0.36097561	21	0.36	1	0.262	R	74	John Wathan	205
0.378947368	86	0.37	1	0.262	R	72	John Wockenfuss	190
0.448484848	22	0.44	1	0.222	R	74	Johnnie LeMaster	165
0.370558376	389	0.37	1	0.267	R	73	Johnny Bench	197
0.405555556	18	0.4	1	0.244	R	73	Johnny Jeter	180
0.441176471	1	0.44	1	0.215	R	75	Jose Arcia	170
0.466666667	138	0.46	1	0.275	R	70	Jose Cardenal	150
0.394444444	0	0.39	1	0	R	71	Jose Cecena	180
0.379679144	26	0.37	1	0.287	R	71	Jose Morales	187
0.411428571	0	0.41	1	0	R	72	Jose Roman	175
0.473333333	79	0.47	1	0.274	R	71	Juan Beniquez	150
0.405882353	7	0.4	1	0.256	R	69	Juan Bonilla	170
0.389189189	4	0.38	1	0.165	R	72	Juan Marichal	185
0.417142857	78	0.41	1	0.257	R	73	Julian Javier	175
0.438271605	4	0.43	1	0.235	R	71	Julio Gonzalez	162
0.4	6	0.4	1	0.26	R	72	Julio Gotay	180
0.405714286	4	0.4	1	0.248	R	71	Junior Kennedy	175
0.383783784	7	0.38	1	0.264	R	71	Junior Moore	185
0.4	0	0.4	1	0	R	76	Karl Best	190
0.411111111	0	0.41	1	0	R	74	Keith Creel	180
0.4	0	0.4	1	0	R	76	Keith Macwhorter	190
0.378947368	121	0.37	1	0.279	R	72	Keith Moreland	190
0.411428571	58	0.41	1	0.255	R	72	Ken Berry	175
0.378947368	24	0.37	1	0.221	R	72	Ken Gerhart	190
0.389473684	131	0.38	1	0.239	R	74	Ken Harrelson	190
0.422857143	2	0.42	1	0.163	R	74	Ken Holtzman	175
0.422857143	14	0.42	1	0.247	R	74	Ken Hubbs	175
0.394736842	156	0.39	1	0.248	R	75	Ken McMullen	190
0.4	68	0.4	1	0.26	R	72	Ken Reitz	180
0.405555556	6	0.4	1	0.213	R	73	Ken Rudolph	180
0.394285714	5	0.39	1	0.227	R	69	Ken Suarez	175
0.405555556	11	0.4	1	0.231	R	73	Ken Walters	180
0.369230769	13	0.36	1	0.222	R	72	Kevin Bell	195
0.394444444	12	0.39	1	0.239	R	71	Kiko Garcia	180
0.4	27	0.4	1	0.236	R	72	Kurt Bevacqua	180
0.344186047	64	0.34	1	0.287	R	74	Lamar Johnson	215
0.394736842	0	0.39	1	0	R	75	Larry Anderson	190
0.4375	47	0.43	1	0.233	R	70	Larry Brown	160
0.393258427	12	0.39	1	0.221	R	70	Larry Cox	178
0.353488372	4	0.35	1	0.136	R	76	Larry Dierker	215
0.379487179	12	0.37	1	0.215	R	74	Larry Haney	195
0.394736842	107	0.39	1	0.274	R	75	Larry Herndon	190
0.383419689	166	0.38	1	0.273	R	74	Larry Hisle	193
0.38	0	0.38	1	0	R	76	Larry Monroe	200
0.394736842	256	0.39	1	0.263	R	75	Larry Parrish	190
0.365853659	0	0.36	1	0	R	75	Larry Pashnick	205
0.407185629	20	0.4	1	0.253	R	68	Larvell Blanks	167
0.417142857	91	0.41	1	0.286	R	73	Lee Lacy	175
0.384615385	354	0.38	1	0.267	R	75	Lee May	195
0.43125	25	0.43	1	0.23	R	69	Lenn Sakata	160
0.423529412	5	0.42	1	0.251	R	72	Lenny Faedo	170
0.473333333	118	0.47	1	0.257	R	71	Leo Cardenas	150
0.394444444	0	0.39	1	0	R	71	Leon Hooten	180
0.375	78	0.37	1	0.267	R	75	Leon Roberts	200
